image_id,question_id,question,answer,image_path
436975,436975000,What color are the towels hanging on the dishwasher?,black,images/COCO_train2014_000000436975.jpg
112289,112289004,What are the animals?,horses,images/COCO_train2014_000000112289.jpg
22008,22008004,What is the man in yellow doing?,walking,images/COCO_train2014_000000022008.jpg
163645,163645002,What language is on the sign?,english,images/COCO_train2014_000000163645.jpg
580930,580930002,What hand is he holding the hot dog with?,both,images/COCO_train2014_000000580930.jpg
117040,117040001,What surface is this woman playing tennis on?,clay,images/COCO_train2014_000000117040.jpg
22894,22894002,What colors is the dog?,brown and white,images/COCO_train2014_000000022894.jpg
315393,315393002,What is on the man's head?,hat,images/COCO_train2014_000000315393.jpg
278910,278910005,What is the small animal?,deer,images/COCO_train2014_000000278910.jpg
469625,469625004,What is the man hanging onto?,surfboard,images/COCO_train2014_000000469625.jpg
39777,39777003,Who is on his knees?,catcher,images/COCO_train2014_000000039777.jpg
104898,104898001,What animal is there a lot of?,zebra,images/COCO_train2014_000000104898.jpg
396625,396625010,What is the small animal?,giraffe,images/COCO_train2014_000000396625.jpg
45284,45284000,What game is this?,baseball,images/COCO_train2014_000000045284.jpg
201891,201891006,What branch of the military is the man from?,army,images/COCO_train2014_000000201891.jpg
407346,407346001,What is drying in the window?,dishes,images/COCO_train2014_000000407346.jpg
407465,407465006,What type of tree is in this photo?,palm,images/COCO_train2014_000000407465.jpg
346290,346290000,What animal is depicted here?,giraffe,images/COCO_train2014_000000346290.jpg
106464,106464000,What is the blender sitting on?,counter,images/COCO_train2014_000000106464.jpg
169365,169365011,What is the cat doing?,sitting,images/COCO_train2014_000000169365.jpg
458198,458198000,What fruit is on the cupcake?,cherry,images/COCO_train2014_000000458198.jpg
489476,489476001,What is the man holding?,reins,images/COCO_train2014_000000489476.jpg
198406,198406002,What color are the birds?,white and black,images/COCO_train2014_000000198406.jpg
119292,119292001,What is hanging in the window?,blinds,images/COCO_train2014_000000119292.jpg
177319,177319005,What is alongside the bicycles?,bus,images/COCO_train2014_000000177319.jpg
327536,327536003,What is the boy eating?,pizza,images/COCO_train2014_000000327536.jpg
401229,401229000,What color is the sign on the overpass?,green,images/COCO_train2014_000000401229.jpg
265622,265622150,What kind of electronic is shown?,wii,images/COCO_train2014_000000265622.jpg
226695,226695008,Is the door opened or closed?,open,images/COCO_train2014_000000226695.jpg
189547,189547019,What material is the turkey container?,ceramic,images/COCO_train2014_000000189547.jpg
188287,188287001,What color is the floor in this picture?,brown,images/COCO_train2014_000000188287.jpg
39438,39438000,What is the man riding?,boat,images/COCO_train2014_000000039438.jpg
499054,499054013,What cat is trying to do?,drink,images/COCO_train2014_000000499054.jpg
280814,280814000,What is sitting on the ottoman?,tray,images/COCO_train2014_000000280814.jpg
274304,274304002,What is the food on the plate?,cake,images/COCO_train2014_000000274304.jpg
292432,292432001,What color is the end of the train?,red white and blue,images/COCO_train2014_000000292432.jpg
62337,62337004,What type of animal is on the field?,horse,images/COCO_train2014_000000062337.jpg
552348,552348000,What is the train crossing the river on?,bridge,images/COCO_train2014_000000552348.jpg
160586,160586003,What color is the sail of this boat?,white and red,images/COCO_train2014_000000160586.jpg
345218,345218002,What is on the wrist?,watch,images/COCO_train2014_000000345218.jpg
317227,317227051,Where is the Balsamic vinegar?,on counter,images/COCO_train2014_000000317227.jpg
526794,526794011,What pattern is the wallpaper?,solid,images/COCO_train2014_000000526794.jpg
537656,537656006,Is the guy wearing a tie or bow tie?,bow tie,images/COCO_train2014_000000537656.jpg
207503,207503009,What time is seen?,night,images/COCO_train2014_000000207503.jpg
358767,358767001,How many bolts are holding the tire on the car?,10,images/COCO_train2014_000000358767.jpg
256196,256196000,Where is the stainless steel sink?,nowhere,images/COCO_train2014_000000256196.jpg
131534,131534002,Whose face is covered?,woman,images/COCO_train2014_000000131534.jpg
375361,375361004,What surrounds the hydrant?,leaves,images/COCO_train2014_000000375361.jpg
109078,109078003,Who is running in the image?,batter,images/COCO_train2014_000000109078.jpg
92631,92631002,What animals are shown?,sheep,images/COCO_train2014_000000092631.jpg
120785,120785043,What is the person holding in their arms?,purse,images/COCO_train2014_000000120785.jpg
250958,250958000,What kind of fruit is shown in the art?,apples,images/COCO_train2014_000000250958.jpg
8160,8160002,What type of fruit do you see?,grapes,images/COCO_train2014_000000008160.jpg
221427,221427000,What is the floor made of?,wood,images/COCO_train2014_000000221427.jpg
389824,389824006,How old is the kid?,12,images/COCO_train2014_000000389824.jpg
444958,444958001,What sport are they playing?,tennis,images/COCO_train2014_000000444958.jpg
287900,287900000,What is the person carrying?,surfboard,images/COCO_train2014_000000287900.jpg
261364,261364011,What team is playing baseball?,yankees,images/COCO_train2014_000000261364.jpg
150435,150435146,What is behind the man?,woman,images/COCO_train2014_000000150435.jpg
390915,390915004,What animals are here?,elephants,images/COCO_train2014_000000390915.jpg
465605,465605002,Is the surfer a man or a woman?,woman,images/COCO_train2014_000000465605.jpg
334681,334681001,What is the woman sitting on?,couch,images/COCO_train2014_000000334681.jpg
339766,339766000,What type of clothing do these people have in common?,jeans,images/COCO_train2014_000000339766.jpg
101597,101597005,What are emissions?,gas,images/COCO_train2014_000000101597.jpg
397276,397276001,How many windows are open?,2,images/COCO_train2014_000000397276.jpg
184003,184003003,What is under the shoe?,skateboard,images/COCO_train2014_000000184003.jpg
561545,561545000,What is in the background?,tree,images/COCO_train2014_000000561545.jpg
576157,576157013,What are the elephants doing?,eating,images/COCO_train2014_000000576157.jpg
545804,545804000,What is around the cats neck?,collar,images/COCO_train2014_000000545804.jpg
64005,64005002,What kind of crust is on the pizza?,thin,images/COCO_train2014_000000064005.jpg
329640,329640029,What is on the mountain peaks?,snow,images/COCO_train2014_000000329640.jpg
317986,317986000,What type of Jersey is the boy in the picture wearing?,soccer,images/COCO_train2014_000000317986.jpg
19146,19146003,What type of wallpaper is this?,floral,images/COCO_train2014_000000019146.jpg
168661,168661027,What is the person doing?,flying kite,images/COCO_train2014_000000168661.jpg
521209,521209009,Who is surfing?,woman,images/COCO_train2014_000000521209.jpg
172316,172316000,What sport is the kid playing?,baseball,images/COCO_train2014_000000172316.jpg
466800,466800011,What is the other room?,bathroom,images/COCO_train2014_000000466800.jpg
460484,460484000,What color is the man's shirt?,plaid,images/COCO_train2014_000000460484.jpg
285998,285998000,Where is there a palm tree?,nowhere,images/COCO_train2014_000000285998.jpg
175651,175651002,What is on the person's thumb?,ring,images/COCO_train2014_000000175651.jpg
234515,234515003,Who is on the television?,queen,images/COCO_train2014_000000234515.jpg
402073,402073002,How many people are wearing hats?,5,images/COCO_train2014_000000402073.jpg
448077,448077000,What is in the bottle?,oil,images/COCO_train2014_000000448077.jpg
205559,205559001,Is he going uphill or downhill?,uphill,images/COCO_train2014_000000205559.jpg
173289,173289003,"On a scale of 1 to 10, how dirty is this bathroom?",10,images/COCO_train2014_000000173289.jpg
66255,66255019,How is the sky?,cloudy,images/COCO_train2014_000000066255.jpg
238654,238654002,What is the man doing?,surfing,images/COCO_train2014_000000238654.jpg
565444,565444001,Is the man riding?,motorcycle,images/COCO_train2014_000000565444.jpg
460198,460198008,What is the zebra eating?,grass,images/COCO_train2014_000000460198.jpg
272706,272706001,What is the bear eating?,carrot,images/COCO_train2014_000000272706.jpg
293741,293741001,What kind of animal is standing by the pond?,duck,images/COCO_train2014_000000293741.jpg
129553,129553004,What is the breed of dog?,collie,images/COCO_train2014_000000129553.jpg
401768,401768016,What are they playing?,tennis,images/COCO_train2014_000000401768.jpg
73094,73094007,What material is the stove made of?,metal,images/COCO_train2014_000000073094.jpg
576801,576801001,Is this giraffe an adult or baby?,adult,images/COCO_train2014_000000576801.jpg
485002,485002001,Where are the people eating?,outside,images/COCO_train2014_000000485002.jpg
104607,104607001,What is the team that is batting?,cardinals,images/COCO_train2014_000000104607.jpg
153421,153421003,What kind of vehicle is this?,bus,images/COCO_train2014_000000153421.jpg
397543,397543047,Which paw is on the table?,left,images/COCO_train2014_000000397543.jpg
289199,289199000,What was this sandwich wrapped in?,paper,images/COCO_train2014_000000289199.jpg
344763,344763006,What is in the picture?,food,images/COCO_train2014_000000344763.jpg
154928,154928002,What is in the person's hand?,remote,images/COCO_train2014_000000154928.jpg
432510,432510011,What is the cake resting on?,plate,images/COCO_train2014_000000432510.jpg
265273,265273013,Who is wearing the hat?,baby,images/COCO_train2014_000000265273.jpg
263112,263112005,What is pictured in the air?,plane,images/COCO_train2014_000000263112.jpg
524500,524500003,How many different kinds of apples are there?,3,images/COCO_train2014_000000524500.jpg
208071,208071002,What animal is in the picture?,giraffe,images/COCO_train2014_000000208071.jpg
74081,74081002,What type of scene is it?,bedroom,images/COCO_train2014_000000074081.jpg
23245,23245004,Which hand is this woman using to hold the wine glass?,right,images/COCO_train2014_000000023245.jpg
461114,461114041,What function is the cake for?,birthday,images/COCO_train2014_000000461114.jpg
573725,573725002,What is reflection of?,woman,images/COCO_train2014_000000573725.jpg
167342,167342002,What time of year is this?,fall,images/COCO_train2014_000000167342.jpg
320085,320085004,Why is the guy in yellow just standing there?,waiting,images/COCO_train2014_000000320085.jpg
216042,216042006,Where are the letters located?,truck,images/COCO_train2014_000000216042.jpg
20769,20769023,What is under the car?,street,images/COCO_train2014_000000020769.jpg
100687,100687001,What event are they celebrating?,wedding,images/COCO_train2014_000000100687.jpg
124580,124580004,What country's flag is on the stage?,usa,images/COCO_train2014_000000124580.jpg
295884,295884035,What is the man going to catch?,frisbee,images/COCO_train2014_000000295884.jpg
174011,174011002,Why is there a fork in the coin slot?,decoration,images/COCO_train2014_000000174011.jpg
252544,252544008,What brand is the smallest car?,honda,images/COCO_train2014_000000252544.jpg
519035,519035005,What has left the spots on the pavement in front of the car?,oil,images/COCO_train2014_000000519035.jpg
429741,429741002,What surface is he performing on?,concrete,images/COCO_train2014_000000429741.jpg
253965,253965006,Where are these people?,park,images/COCO_train2014_000000253965.jpg
118485,118485002,How tall are these trees?,short,images/COCO_train2014_000000118485.jpg
492318,492318000,What room is this called?,bathroom,images/COCO_train2014_000000492318.jpg
58580,58580008,Is it light or dark outside?,light,images/COCO_train2014_000000058580.jpg
185558,185558001,What is the weather like?,sunny,images/COCO_train2014_000000185558.jpg
558835,558835005,Why is it snowing?,winter,images/COCO_train2014_000000558835.jpg
402829,402829002,What time of day is it?,noon,images/COCO_train2014_000000402829.jpg
265715,265715010,What room is this?,bedroom,images/COCO_train2014_000000265715.jpg
466800,466800002,What is on the floor?,wood,images/COCO_train2014_000000466800.jpg
554598,554598000,What room is this in the picture?,living room,images/COCO_train2014_000000554598.jpg
264647,264647001,How many are playing Wii?,1,images/COCO_train2014_000000264647.jpg
445994,445994005,Why is the big giraffe smelling the small one?,it's not,images/COCO_train2014_000000445994.jpg
146705,146705016,What can be seen in the mirror?,person,images/COCO_train2014_000000146705.jpg
245817,245817007,What are the kids playing with?,ball,images/COCO_train2014_000000245817.jpg
156556,156556002,Where is this building?,london,images/COCO_train2014_000000156556.jpg
221814,221814002,What time of day is it?,afternoon,images/COCO_train2014_000000221814.jpg
341056,341056002,What type of flower is atop the cake?,rose,images/COCO_train2014_000000341056.jpg
442321,442321001,Which way is the man turning on the motorcycle?,right,images/COCO_train2014_000000442321.jpg
16037,16037005,What kind of hats are worn?,birthday,images/COCO_train2014_000000016037.jpg
47621,47621004,What is the woman holding in her right hand?,cow,images/COCO_train2014_000000047621.jpg
220666,220666003,What is on the ground?,plane,images/COCO_train2014_000000220666.jpg
397132,397132000,How many doors does the car have?,4,images/COCO_train2014_000000397132.jpg
141348,141348010,What game are they playing?,tennis,images/COCO_train2014_000000141348.jpg
95518,95518000,What animal is on the motorcycles?,human,images/COCO_train2014_000000095518.jpg
120595,120595013,What's behind the green pole?,bike,images/COCO_train2014_000000120595.jpg
570968,570968003,What kind of dog is the man looking at?,pug,images/COCO_train2014_000000570968.jpg
572174,572174004,What is the person holding?,food,images/COCO_train2014_000000572174.jpg
31532,31532016,What is the woman wearing around her neck?,collar,images/COCO_train2014_000000031532.jpg
299862,299862001,What are the colors of the train?,white and red,images/COCO_train2014_000000299862.jpg
211340,211340001,What kind of dog is this?,lab,images/COCO_train2014_000000211340.jpg
127823,127823001,What country is the cars license plate from?,england,images/COCO_train2014_000000127823.jpg
393649,393649003,What color is his shirt?,gray,images/COCO_train2014_000000393649.jpg
210344,210344008,Why is  this child biting down real hard on the pizza?,hungry,images/COCO_train2014_000000210344.jpg
453907,453907002,What's for lunch?,hot dog,images/COCO_train2014_000000453907.jpg
160232,160232001,Where are the stairs?,left,images/COCO_train2014_000000160232.jpg
523546,523546002,What are they sitting on?,couch,images/COCO_train2014_000000523546.jpg
467491,467491001,What are these animals doing?,swimming,images/COCO_train2014_000000467491.jpg
191159,191159005,What kind of bottom clothing is the woman wearing?,shorts,images/COCO_train2014_000000191159.jpg
423023,423023000,What food is on the plate?,pizza,images/COCO_train2014_000000423023.jpg
82513,82513002,What is the woman holding?,ski poles,images/COCO_train2014_000000082513.jpg
292993,292993001,What is the item called that the cat it looking at?,mirror,images/COCO_train2014_000000292993.jpg
33127,33127008,How active are these animals?,very,images/COCO_train2014_000000033127.jpg
199427,199427001,What is the bear holding on to?,boat,images/COCO_train2014_000000199427.jpg
18775,18775000,What is the person doing?,snowboarding,images/COCO_train2014_000000018775.jpg
575437,575437002,What kind of geographic feature is in the distance?,mountains,images/COCO_train2014_000000575437.jpg
166504,166504002,What color is the cone?,orange,images/COCO_train2014_000000166504.jpg
506605,506605003,What fruit is shown?,apple,images/COCO_train2014_000000506605.jpg
249471,249471001,What number of pots are on the side of the road?,11,images/COCO_train2014_000000249471.jpg
336690,336690024,What does it say on the side of the plane?,united,images/COCO_train2014_000000336690.jpg
476575,476575001,What are the people flying?,kites,images/COCO_train2014_000000476575.jpg
456709,456709005,Where is the dog's tie?,neck,images/COCO_train2014_000000456709.jpg
222654,222654009,What is the animal standing in?,sand,images/COCO_train2014_000000222654.jpg
303392,303392001,What kind of television is in the room?,old,images/COCO_train2014_000000303392.jpg
386854,386854001,What is the wall made of?,brick,images/COCO_train2014_000000386854.jpg
281131,281131006,What food is on the plate?,vegetables,images/COCO_train2014_000000281131.jpg
155268,155268040,What type of building are the people in?,house,images/COCO_train2014_000000155268.jpg
311941,311941003,What does the side of the bus say?,canada,images/COCO_train2014_000000311941.jpg
564825,564825000,What is on the catcher's hand?,glove,images/COCO_train2014_000000564825.jpg
408324,408324002,What is the woman on the right laughing about?,game,images/COCO_train2014_000000408324.jpg
147591,147591002,What fruit is in the pie?,banana,images/COCO_train2014_000000147591.jpg
187855,187855009,What is the sex of the person standing?,male,images/COCO_train2014_000000187855.jpg
450383,450383002,What is the kid holding?,bat,images/COCO_train2014_000000450383.jpg
291786,291786006,What is the pattern of the shower curtain?,floral,images/COCO_train2014_000000291786.jpg
2931,2931008,What color is the clock?,red,images/COCO_train2014_000000002931.jpg
458299,458299002,What is next to the baby?,teddy bear,images/COCO_train2014_000000458299.jpg
148761,148761000,What is behind the fence?,tree,images/COCO_train2014_000000148761.jpg
393922,393922010,What country's flag is shown?,france,images/COCO_train2014_000000393922.jpg
309319,309319004,What is the man wearing on his wrists?,bracelet,images/COCO_train2014_000000309319.jpg
395225,395225000,What is the boy eating?,donut,images/COCO_train2014_000000395225.jpg
414314,414314000,What is the man wearing a blue t-shirt holding between his legs?,nothing,images/COCO_train2014_000000414314.jpg
126915,126915003,How many players are on the fence?,16,images/COCO_train2014_000000126915.jpg
326207,326207004,Is this taking place on the street or in the forest?,street,images/COCO_train2014_000000326207.jpg
196558,196558001,What are these?,skis,images/COCO_train2014_000000196558.jpg
310206,310206000,Is the plane landing or taking off?,taking off,images/COCO_train2014_000000310206.jpg
424088,424088000,What is yellow on the plate?,corn,images/COCO_train2014_000000424088.jpg
435163,435163000,What is in the sky?,clouds,images/COCO_train2014_000000435163.jpg
46207,46207005,Where is the picture taken according to the remote control featured in the picture?,hotel,images/COCO_train2014_000000046207.jpg
407685,407685001,How many oranges are in the bowl?,5,images/COCO_train2014_000000407685.jpg
271106,271106004,How many chairs are on the porch?,0,images/COCO_train2014_000000271106.jpg
122105,122105001,What is the girl sitting on?,bench,images/COCO_train2014_000000122105.jpg
403888,403888002,What color is dominates this shot?,brown,images/COCO_train2014_000000403888.jpg
206913,206913001,What animals can be seen?,horse,images/COCO_train2014_000000206913.jpg
558455,558455008,What is in her hair?,nothing,images/COCO_train2014_000000558455.jpg
82904,82904002,What species tree is shown?,palm,images/COCO_train2014_000000082904.jpg
406909,406909001,What is the weather like?,rainy,images/COCO_train2014_000000406909.jpg
126020,126020001,What era was this taken in?,modern,images/COCO_train2014_000000126020.jpg
232543,232543003,What kinds of toys are these?,plastic,images/COCO_train2014_000000232543.jpg
263212,263212000,How many people are looking away from the camera?,7,images/COCO_train2014_000000263212.jpg
399885,399885011,What is causing the wake in the water?,surfboard,images/COCO_train2014_000000399885.jpg
558759,558759000,Are these animals traveling to the left or right?,left,images/COCO_train2014_000000558759.jpg
88527,88527005,What pattern is the shirt?,plaid,images/COCO_train2014_000000088527.jpg
537743,537743002,What is the surfer wearing?,shorts,images/COCO_train2014_000000537743.jpg
389977,389977001,What geometric shape are the wooden supports on the ceiling?,triangle,images/COCO_train2014_000000389977.jpg
55578,55578005,"Is her hair short, medium, or long?",medium,images/COCO_train2014_000000055578.jpg
486043,486043002,What do these animals eat?,leaves,images/COCO_train2014_000000486043.jpg
126612,126612002,What sport is this being played?,soccer,images/COCO_train2014_000000126612.jpg
500281,500281002,What is the base running coach doing?,watching,images/COCO_train2014_000000500281.jpg
303592,303592000,Where is this cat?,bathtub,images/COCO_train2014_000000303592.jpg
393403,393403005,Where is the open door?,nowhere,images/COCO_train2014_000000393403.jpg
475744,475744005,What shape is the plate?,round,images/COCO_train2014_000000475744.jpg
146254,146254001,What time during the day is this scene happening?,night,images/COCO_train2014_000000146254.jpg
487834,487834010,Where is the truck parked?,sidewalk,images/COCO_train2014_000000487834.jpg
93554,93554001,What is the primary source of heating in this house?,fireplace,images/COCO_train2014_000000093554.jpg
524935,524935001,How many donuts have a bite taken from them?,3,images/COCO_train2014_000000524935.jpg
358576,358576002,What kind of fruit is in the forefront?,lemon,images/COCO_train2014_000000358576.jpg
3671,3671001,What material are the plates made of?,ceramic,images/COCO_train2014_000000003671.jpg
578521,578521000,What are the people looking at?,food,images/COCO_train2014_000000578521.jpg
227959,227959021,What geometric shape are the wooden supports on the ceiling?,rectangle,images/COCO_train2014_000000227959.jpg
401835,401835003,What is the animal doing?,eating,images/COCO_train2014_000000401835.jpg
203710,203710019,What material is the floor made of?,carpet,images/COCO_train2014_000000203710.jpg
38745,38745000,What sport is this?,tennis,images/COCO_train2014_000000038745.jpg
407905,407905000,Are the zebras facing left or right?,left,images/COCO_train2014_000000407905.jpg
281134,281134001,What color is the bird's eye?,orange,images/COCO_train2014_000000281134.jpg
113619,113619002,What is in the girl's hand?,bracelet,images/COCO_train2014_000000113619.jpg
129658,129658003,What type of food is this?,cake,images/COCO_train2014_000000129658.jpg
523026,523026001,What kind of fence  is pictured?,wooden,images/COCO_train2014_000000523026.jpg
108091,108091004,What is in the bottom left of the picture?,pillow,images/COCO_train2014_000000108091.jpg
327625,327625002,What do the people in the center appear to be doing?,riding,images/COCO_train2014_000000327625.jpg
1999,1999000,What color is the bag in front of the cat?,blue,images/COCO_train2014_000000001999.jpg
579095,579095001,What are these people doing?,walking,images/COCO_train2014_000000579095.jpg
312,312002,How many elephants are there?,6,images/COCO_train2014_000000000312.jpg
31915,31915000,What is on the man's head?,helmet,images/COCO_train2014_000000031915.jpg
527048,527048004,What sport is being played?,skiing,images/COCO_train2014_000000527048.jpg
189789,189789013,What color is this dog?,black and white,images/COCO_train2014_000000189789.jpg
439676,439676003,What type of sport is this?,snowboarding,images/COCO_train2014_000000439676.jpg
49796,49796024,What kind of buildings?,asian,images/COCO_train2014_000000049796.jpg
132015,132015003,How many tails are in the picture?,2,images/COCO_train2014_000000132015.jpg
409408,409408005,What time of year is it?,spring,images/COCO_train2014_000000409408.jpg
568725,568725005,What color is the car left of the bear?,red,images/COCO_train2014_000000568725.jpg
3234,3234000,What color is the stuff in the dish?,green,images/COCO_train2014_000000003234.jpg
159768,159768008,What is the woman eating?,dinner,images/COCO_train2014_000000159768.jpg
520769,520769003,What sport is being played?,softball,images/COCO_train2014_000000520769.jpg
539992,539992000,What view is presented?,toilet,images/COCO_train2014_000000539992.jpg
448761,448761001,What is the man looking in?,refrigerator,images/COCO_train2014_000000448761.jpg
128903,128903001,How many windows are shown?,16,images/COCO_train2014_000000128903.jpg
570203,570203001,What colors are the front of this bus?,red and white,images/COCO_train2014_000000570203.jpg
416477,416477004,What is the woman throwing?,frisbee,images/COCO_train2014_000000416477.jpg
451381,451381004,What kind of cat is this?,tabby,images/COCO_train2014_000000451381.jpg
447070,447070002,What type of sleeves does the heart shirt have?,short,images/COCO_train2014_000000447070.jpg
20692,20692002,What is smeared on top of the doughnut?,frosting,images/COCO_train2014_000000020692.jpg
105473,105473000,What is on the computer game?,boxing,images/COCO_train2014_000000105473.jpg
174601,174601014,Where is the bike parked?,street,images/COCO_train2014_000000174601.jpg
100435,100435002,What does the card say?,peace,images/COCO_train2014_000000100435.jpg
179550,179550004,What is the function of the green items on the animal's head?,tags,images/COCO_train2014_000000179550.jpg
478738,478738007,What is the average price of items for sale at the store?,100,images/COCO_train2014_000000478738.jpg
321234,321234001,What kind of trip are the men going on?,business,images/COCO_train2014_000000321234.jpg
542502,542502000,What word is written under the word stop?,driving,images/COCO_train2014_000000542502.jpg
142295,142295004,How many oranges are in the bowl?,8,images/COCO_train2014_000000142295.jpg
404714,404714000,What are the cows doing in this photo?,grazing,images/COCO_train2014_000000404714.jpg
51070,51070005,What shape is the stop sign?,octagon,images/COCO_train2014_000000051070.jpg
170035,170035001,What turning lane are they in?,left,images/COCO_train2014_000000170035.jpg
375806,375806004,Which direction is the wind blowing?,right,images/COCO_train2014_000000375806.jpg
108360,108360027,What is the boy holding?,paper,images/COCO_train2014_000000108360.jpg
241591,241591001,What is the dog riding on?,surfboard,images/COCO_train2014_000000241591.jpg
278272,278272001,What is the color of the man's shirt?,blue and white,images/COCO_train2014_000000278272.jpg
388309,388309009,What can you make with this?,sandwich,images/COCO_train2014_000000388309.jpg
148263,148263000,What's sticking it's head out the window?,cat,images/COCO_train2014_000000148263.jpg
43724,43724032,What is covering the ground?,asphalt,images/COCO_train2014_000000043724.jpg
187156,187156001,What kind of dog?,pug,images/COCO_train2014_000000187156.jpg
484700,484700001,What time of day is this scene?,afternoon,images/COCO_train2014_000000484700.jpg
184099,184099001,What is the desk made out of?,glass,images/COCO_train2014_000000184099.jpg
347274,347274000,What is he holding?,snowboard,images/COCO_train2014_000000347274.jpg
176910,176910009,What plate is player 15 at?,home,images/COCO_train2014_000000176910.jpg
333978,333978015,How many different beverages are there?,10,images/COCO_train2014_000000333978.jpg
509128,509128003,Is this person male or female?,male,images/COCO_train2014_000000509128.jpg
156069,156069002,What does she have in her right hand?,bat,images/COCO_train2014_000000156069.jpg
189493,189493002,What kind of sign is this?,stop,images/COCO_train2014_000000189493.jpg
349044,349044015,Where is a jug of grease?,nowhere,images/COCO_train2014_000000349044.jpg
223458,223458010,What is in the sky?,clouds,images/COCO_train2014_000000223458.jpg
542881,542881000,How many adults are sitting down?,7,images/COCO_train2014_000000542881.jpg
23050,23050005,What is the man standing on?,skateboard,images/COCO_train2014_000000023050.jpg
18250,18250042,What is the man doing on the board?,standing,images/COCO_train2014_000000018250.jpg
137701,137701004,What color is the wall?,green,images/COCO_train2014_000000137701.jpg
146387,146387003,How are the animals kept in this area?,fence,images/COCO_train2014_000000146387.jpg
505265,505265010,What is the baby eating?,banana,images/COCO_train2014_000000505265.jpg
568060,568060003,What color are the trees?,green,images/COCO_train2014_000000568060.jpg
232467,232467003,What are the people eating?,cake,images/COCO_train2014_000000232467.jpg
372775,372775002,What is in reflection?,cabinet,images/COCO_train2014_000000372775.jpg
516582,516582002,Why are these two people in this photo?,playing tennis,images/COCO_train2014_000000516582.jpg
216357,216357001,What is the tallest object in the picture?,woman,images/COCO_train2014_000000216357.jpg
231134,231134000,What is in the snow?,skier,images/COCO_train2014_000000231134.jpg
300444,300444006,What is the chair made of?,plastic,images/COCO_train2014_000000300444.jpg
253222,253222002,Are the stove doors open or closed?,open,images/COCO_train2014_000000253222.jpg
363349,363349004,What kind of pillow is this?,bed,images/COCO_train2014_000000363349.jpg
33358,33358002,What vehicle is this?,fire truck,images/COCO_train2014_000000033358.jpg
432169,432169004,What is the weather like?,sunny,images/COCO_train2014_000000432169.jpg
284979,284979006,What material is the ground made of?,concrete,images/COCO_train2014_000000284979.jpg
306822,306822001,What brand of mouse is on the desk?,apple,images/COCO_train2014_000000306822.jpg
297308,297308003,What are the people throwing to each other?,kite,images/COCO_train2014_000000297308.jpg
138772,138772002,What is she holding?,cell phones,images/COCO_train2014_000000138772.jpg
21020,21020001,Which room  is this?,kitchen,images/COCO_train2014_000000021020.jpg
177837,177837001,What is the yellow thing?,towel,images/COCO_train2014_000000177837.jpg
438315,438315001,What shape are the switches on the wall?,square,images/COCO_train2014_000000438315.jpg
576518,576518001,What is the number on the batter's shirt?,13,images/COCO_train2014_000000576518.jpg
499915,499915003,When was this scene photographed?,night,images/COCO_train2014_000000499915.jpg
35793,35793001,What is in the background of the photo?,trees,images/COCO_train2014_000000035793.jpg
41105,41105001,What is the background landscape made up of?,trees,images/COCO_train2014_000000041105.jpg
265532,265532002,How many males have their feet shoulder-width apart?,3,images/COCO_train2014_000000265532.jpg
409588,409588000,Which item casts a shadow on the wall?,trash can,images/COCO_train2014_000000409588.jpg
220736,220736001,What is the floor made of?,tile,images/COCO_train2014_000000220736.jpg
299643,299643005,Is the sandwich served hot or cold?,cold,images/COCO_train2014_000000299643.jpg
523617,523617004,What is white and following the plane?,plane,images/COCO_train2014_000000523617.jpg
373585,373585009,Who threw the frisbee?,man,images/COCO_train2014_000000373585.jpg
352243,352243008,What are on the cow's ears?,tag,images/COCO_train2014_000000352243.jpg
307916,307916006,Where is this scene?,beach,images/COCO_train2014_000000307916.jpg
1455,1455010,What color is the plate?,white,images/COCO_train2014_000000001455.jpg
159456,159456002,What type of numbers are on the clock?,roman numerals,images/COCO_train2014_000000159456.jpg
557102,557102003,What kind of game are the people playing?,boxing,images/COCO_train2014_000000557102.jpg
383029,383029002,What is in the picture above the men?,food,images/COCO_train2014_000000383029.jpg
551341,551341003,What color is the truck?,orange,images/COCO_train2014_000000551341.jpg
508281,508281002,What food is on top of the donut?,sprinkles,images/COCO_train2014_000000508281.jpg
565361,565361001,Which direction is the skater headed?,down,images/COCO_train2014_000000565361.jpg
510061,510061001,What is on the snowboarders hands?,gloves,images/COCO_train2014_000000510061.jpg
572456,572456001,What is the man doing on the skateboard?,riding,images/COCO_train2014_000000572456.jpg
481407,481407000,What are the orange things?,oranges,images/COCO_train2014_000000481407.jpg
552776,552776003,What building is in the background?,barn,images/COCO_train2014_000000552776.jpg
101094,101094000,What animal is in front of the camera?,elephant,images/COCO_train2014_000000101094.jpg
379487,379487004,How cold is it?,cold,images/COCO_train2014_000000379487.jpg
376366,376366012,What kind of animal is this?,human,images/COCO_train2014_000000376366.jpg
533231,533231002,What is reflection of?,trees,images/COCO_train2014_000000533231.jpg
473678,473678000,What color is this boys hair?,blonde,images/COCO_train2014_000000473678.jpg
466466,466466000,What is the dog sniffing?,sand,images/COCO_train2014_000000466466.jpg
313361,313361001,Where are the sunglasses?,face,images/COCO_train2014_000000313361.jpg
139604,139604004,Who is holding a camera?,photographer,images/COCO_train2014_000000139604.jpg
347177,347177008,What kind of sign is pictured?,stop,images/COCO_train2014_000000347177.jpg
279661,279661002,What type of suit is the person wearing?,wetsuit,images/COCO_train2014_000000279661.jpg
